White,Asian,Black,Mixed/ Other,Total,Code,Borough,Year,Delete ,Month_Number,Weekly_pay_parttime,Monthly_pay_parttime,weekly_pay_fulltime,Monthly_pay_fulltime,Employees_number,selfemployed_number,fulltime_work_number,parttime_work_number
"186,000","22,000","65,000","24,000","297,000",E09000023,Lewisham,2016,66,66,187.3,749.2,617,2468,"131,300","25,700","123,400","33,600"
"129,000","38,000","21,000","18,000","205,000",E09000024,Merton,2016,66,66,157.7,630.8,663.3,2653.2,"88,800","18,500","82,800","24,900"
"114,000","147,000","49,000","32,000","343,000",E09000025,Newham,2016,66,66,172.2,688.8,524.2,2096.8,"135,700","33,200","140,000","29,300"
"125,000","133,000","24,000","18,000","300,000",E09000026,Redbridge,2016,66,66,198.3,793.2,603,2412,"112,800","28,800","110,000","31,700"
"169,000","8,000","3,000","12,000","192,000",E09000027,Richmond upon Thames,2016,66,66,#,#VALUE!,784.6,3138.4,"78,900","23,400","80,000","22,300"
"170,000","29,000","71,000","37,000","308,000",E09000028,Southwark,2016,66,66,181.5,726,643.4,2573.6,"142,100","29,200","131,700","40,200"
"145,000","25,000","13,000","18,000","200,000",E09000029,Sutton,2016,66,66,191.3,765.2,638,2552,"84,500","18,600","78,300","24,900"
"124,000","130,000","28,000","18,000","299,000",E09000030,Tower Hamlets,2016,66,66,170.2,680.8,664.7,2658.8,"134,300","18,800","119,300","33,900"
"156,000","57,000","37,000","23,000","273,000",E09000031,Waltham Forest,2016,66,66,198.6,794.4,577.1,2308.4,"109,500","28,000","114,500","24,200"
"227,000","30,000","25,000","34,000","317,000",E09000032,Wandsworth,2016,66,66,229.1,916.4,762.3,3049.2,"152,900","32,900","158,300","27,000"
"136,000","31,000","18,000","54,000","239,000",E09000033,Westminster,2016,66,66,169.4,677.6,781.8,3127.2,"94,800","21,600","97,100","19,600"
-,-,-,-,-,E09000001,City of London,2016,67,67,!,#VALUE!,"1,034.10",4136.4,3700,!,4500,!
"106,000","41,000","47,000","13,000","207,000",E09000002,Barking and Dagenham,2016,67,67,163.6,654.4,543.3,2173.2,"74,600","12,500","65,300","21,800"
"233,000","68,000","22,000","55,000","378,000",E09000003,Barnet,2016,67,67,176.2,704.8,637.7,2550.8,"136,800","39,100","139,500","37,800"
"192,000","18,000","28,000","5,000","243,000",E09000004,Bexley,2016,67,67,207,828,646.7,2586.8,"105,000","16,100","91,500","29,800"
"117,000","106,000","53,000","49,000","324,000",E09000005,Brent,2016,67,67,172.2,688.8,544.4,2177.6,"124,400","30,400","118,200","36,600"
"272,000","17,000","23,000","13,000","325,000",E09000006,Bromley,2016,67,67,205.3,821.2,714.5,2858,"126,700","29,000","122,300","34,700"
"152,000","28,000","28,000","37,000","246,000",E09000007,Camden,2016,67,67,169.1,676.4,737.5,2950,"91,300","28,700","95,700","24,200"
"206,000","75,000","65,000","35,000","380,000",E09000008,Croydon,2016,67,67,176.3,705.2,602.9,2411.6,"159,500","31,500","147,500","43,500"
"151,000","105,000","31,000","53,000","340,000",E09000009,Ealing,2016,67,67,172.3,689.2,580.5,2322,"125,500","43,700","130,000","38,800"
"195,000","36,000","63,000","35,000","328,000",E09000010,Enfield,2016,67,67,165.1,660.4,574.9,2299.6,"121,300","27,200","104,600","44,000"
"164,000","43,000","54,000","15,000","276,000",E09000011,Greenwich,2016,67,67,182.7,730.8,597.6,2390.4,"115,700","18,500","105,600","29,500"
"153,000","23,000","49,000","48,000","272,000",E09000012,Hackney,2016,67,67,149.6,598.4,613.3,2453.2,"111,900","24,400","98,100","38,300"
"121,000","14,000","29,000","16,000","180,000",E09000013,Hammersmith and Fulham,2016,67,67,171.7,686.8,699.1,2796.4,"81,700","18,000","79,300","21,000"
"168,000","17,000","40,000","46,000","270,000",E09000014,Haringey,2016,67,67,193.8,775.2,575.3,2301.2,"112,300","30,200","106,700","35,200"
"110,000","109,000","14,000","14,000","247,000",E09000015,Harrow,2016,67,67,202.9,811.6,636.4,2545.6,"92,600","23,200","91,500","24,200"
"219,000","12,000","13,000","8,000","252,000",E09000016,Havering,2016,67,67,202.8,811.2,622.9,2491.6,"103,800","20,200","99,100","25,100"
"172,000","74,000","23,000","28,000","297,000",E09000017,Hillingdon,2016,67,67,194,776,613.3,2453.2,"130,400","20,000","118,000","32,000"
"119,000","103,000","17,000","26,000","266,000",E09000018,Hounslow,2016,67,67,179.1,716.4,585.8,2343.2,"109,500","26,500","105,300","30,400"
"143,000","17,000","32,000","37,000","229,000",E09000019,Islington,2016,67,67,202.9,811.6,713.7,2854.8,"101,200","18,900","96,100","23,700"
"102,000","13,000","16,000","24,000","155,000",E09000020,Kensington and Chelsea,2016,67,67,161.2,644.8,735,2940,"51,300","21,200","57,300","15,100"
"126,000","23,000","5,000","18,000","171,000",E09000021,Kingston upon Thames,2016,67,67,179.7,718.8,707.8,2831.2,"71,500","15,700","61,500","26,100"
"203,000","14,000","77,000","26,000","320,000",E09000022,Lambeth,2016,67,67,184,736,616.2,2464.8,"165,900","30,500","167,700","29,700"
"186,000","22,000","65,000","24,000","297,000",E09000023,Lewisham,2016,67,67,187.3,749.2,617,2468,"131,300","25,700","123,400","33,600"
"129,000","38,000","21,000","18,000","205,000",E09000024,Merton,2016,67,67,157.7,630.8,663.3,2653.2,"88,800","18,500","82,800","24,900"
"114,000","147,000","49,000","32,000","343,000",E09000025,Newham,2016,67,67,172.2,688.8,524.2,2096.8,"135,700","33,200","140,000","29,300"
"125,000","133,000","24,000","18,000","300,000",E09000026,Redbridge,2016,67,67,198.3,793.2,603,2412,"112,800","28,800","110,000","31,700"
"169,000","8,000","3,000","12,000","192,000",E09000027,Richmond upon Thames,2016,67,67,#,#VALUE!,784.6,3138.4,"78,900","23,400","80,000","22,300"
"170,000","29,000","71,000","37,000","308,000",E09000028,Southwark,2016,67,67,181.5,726,643.4,2573.6,"142,100","29,200","131,700","40,200"
"145,000","25,000","13,000","18,000","200,000",E09000029,Sutton,2016,67,67,191.3,765.2,638,2552,"84,500","18,600","78,300","24,900"
"124,000","130,000","28,000","18,000","299,000",E09000030,Tower Hamlets,2016,67,67,170.2,680.8,664.7,2658.8,"134,300","18,800","119,300","33,900"
"156,000","57,000","37,000","23,000","273,000",E09000031,Waltham Forest,2016,67,67,198.6,794.4,577.1,2308.4,"109,500","28,000","114,500","24,200"
"227,000","30,000","25,000","34,000","317,000",E09000032,Wandsworth,2016,67,67,229.1,916.4,762.3,3049.2,"152,900","32,900","158,300","27,000"
"136,000","31,000","18,000","54,000","239,000",E09000033,Westminster,2016,67,67,169.4,677.6,781.8,3127.2,"94,800","21,600","97,100","19,600"
-,-,-,-,-,E09000001,City of London,2016,68,68,!,#VALUE!,"1,034.10",4136.4,3700,!,4500,!
"106,000","41,000","47,000","13,000","207,000",E09000002,Barking and Dagenham,2016,68,68,163.6,654.4,543.3,2173.2,"74,600","12,500","65,300","21,800"
"233,000","68,000","22,000","55,000","378,000",E09000003,Barnet,2016,68,68,176.2,704.8,637.7,2550.8,"136,800","39,100","139,500","37,800"
"192,000","18,000","28,000","5,000","243,000",E09000004,Bexley,2016,68,68,207,828,646.7,2586.8,"105,000","16,100","91,500","29,800"
"117,000","106,000","53,000","49,000","324,000",E09000005,Brent,2016,68,68,172.2,688.8,544.4,2177.6,"124,400","30,400","118,200","36,600"
"272,000","17,000","23,000","13,000","325,000",E09000006,Bromley,2016,68,68,205.3,821.2,714.5,2858,"126,700","29,000","122,300","34,700"
"152,000","28,000","28,000","37,000","246,000",E09000007,Camden,2016,68,68,169.1,676.4,737.5,2950,"91,300","28,700","95,700","24,200"
"206,000","75,000","65,000","35,000","380,000",E09000008,Croydon,2016,68,68,176.3,705.2,602.9,2411.6,"159,500","31,500","147,500","43,500"
"151,000","105,000","31,000","53,000","340,000",E09000009,Ealing,2016,68,68,172.3,689.2,580.5,2322,"125,500","43,700","130,000","38,800"
"195,000","36,000","63,000","35,000","328,000",E09000010,Enfield,2016,68,68,165.1,660.4,574.9,2299.6,"121,300","27,200","104,600","44,000"
"164,000","43,000","54,000","15,000","276,000",E09000011,Greenwich,2016,68,68,182.7,730.8,597.6,2390.4,"115,700","18,500","105,600","29,500"
"153,000","23,000","49,000","48,000","272,000",E09000012,Hackney,2016,68,68,149.6,598.4,613.3,2453.2,"111,900","24,400","98,100","38,300"
"121,000","14,000","29,000","16,000","180,000",E09000013,Hammersmith and Fulham,2016,68,68,171.7,686.8,699.1,2796.4,"81,700","18,000","79,300","21,000"
"168,000","17,000","40,000","46,000","270,000",E09000014,Haringey,2016,68,68,193.8,775.2,575.3,2301.2,"112,300","30,200","106,700","35,200"
"110,000","109,000","14,000","14,000","247,000",E09000015,Harrow,2016,68,68,202.9,811.6,636.4,2545.6,"92,600","23,200","91,500","24,200"
"219,000","12,000","13,000","8,000","252,000",E09000016,Havering,2016,68,68,202.8,811.2,622.9,2491.6,"103,800","20,200","99,100","25,100"
"172,000","74,000","23,000","28,000","297,000",E09000017,Hillingdon,2016,68,68,194,776,613.3,2453.2,"130,400","20,000","118,000","32,000"
"119,000","103,000","17,000","26,000","266,000",E09000018,Hounslow,2016,68,68,179.1,716.4,585.8,2343.2,"109,500","26,500","105,300","30,400"
"143,000","17,000","32,000","37,000","229,000",E09000019,Islington,2016,68,68,202.9,811.6,713.7,2854.8,"101,200","18,900","96,100","23,700"
"102,000","13,000","16,000","24,000","155,000",E09000020,Kensington and Chelsea,2016,68,68,161.2,644.8,735,2940,"51,300","21,200","57,300","15,100"
"126,000","23,000","5,000","18,000","171,000",E09000021,Kingston upon Thames,2016,68,68,179.7,718.8,707.8,2831.2,"71,500","15,700","61,500","26,100"
"203,000","14,000","77,000","26,000","320,000",E09000022,Lambeth,2016,68,68,184,736,616.2,2464.8,"165,900","30,500","167,700","29,700"
"186,000","22,000","65,000","24,000","297,000",E09000023,Lewisham,2016,68,68,187.3,749.2,617,2468,"131,300","25,700","123,400","33,600"
"129,000","38,000","21,000","18,000","205,000",E09000024,Merton,2016,68,68,157.7,630.8,663.3,2653.2,"88,800","18,500","82,800","24,900"
"114,000","147,000","49,000","32,000","343,000",E09000025,Newham,2016,68,68,172.2,688.8,524.2,2096.8,"135,700","33,200","140,000","29,300"
"125,000","133,000","24,000","18,000","300,000",E09000026,Redbridge,2016,68,68,198.3,793.2,603,2412,"112,800","28,800","110,000","31,700"
"169,000","8,000","3,000","12,000","192,000",E09000027,Richmond upon Thames,2016,68,68,#,#VALUE!,784.6,3138.4,"78,900","23,400","80,000","22,300"
"170,000","29,000","71,000","37,000","308,000",E09000028,Southwark,2016,68,68,181.5,726,643.4,2573.6,"142,100","29,200","131,700","40,200"
"145,000","25,000","13,000","18,000","200,000",E09000029,Sutton,2016,68,68,191.3,765.2,638,2552,"84,500","18,600","78,300","24,900"
"124,000","130,000","28,000","18,000","299,000",E09000030,Tower Hamlets,2016,68,68,170.2,680.8,664.7,2658.8,"134,300","18,800","119,300","33,900"
"156,000","57,000","37,000","23,000","273,000",E09000031,Waltham Forest,2016,68,68,198.6,794.4,577.1,2308.4,"109,500","28,000","114,500","24,200"
"227,000","30,000","25,000","34,000","317,000",E09000032,Wandsworth,2016,68,68,229.1,916.4,762.3,3049.2,"152,900","32,900","158,300","27,000"
"136,000","31,000","18,000","54,000","239,000",E09000033,Westminster,2016,68,68,169.4,677.6,781.8,3127.2,"94,800","21,600","97,100","19,600"
-,-,-,-,-,E09000001,City of London,2016,69,69,!,#VALUE!,"1,034.10",4136.4,3700,!,4500,!
"106,000","41,000","47,000","13,000","207,000",E09000002,Barking and Dagenham,2016,69,69,163.6,654.4,543.3,2173.2,"74,600","12,500","65,300","21,800"
"233,000","68,000","22,000","55,000","378,000",E09000003,Barnet,2016,69,69,176.2,704.8,637.7,2550.8,"136,800","39,100","139,500","37,800"
"192,000","18,000","28,000","5,000","243,000",E09000004,Bexley,2016,69,69,207,828,646.7,2586.8,"105,000","16,100","91,500","29,800"
"117,000","106,000","53,000","49,000","324,000",E09000005,Brent,2016,69,69,172.2,688.8,544.4,2177.6,"124,400","30,400","118,200","36,600"
"272,000","17,000","23,000","13,000","325,000",E09000006,Bromley,2016,69,69,205.3,821.2,714.5,2858,"126,700","29,000","122,300","34,700"
"152,000","28,000","28,000","37,000","246,000",E09000007,Camden,2016,69,69,169.1,676.4,737.5,2950,"91,300","28,700","95,700","24,200"
"206,000","75,000","65,000","35,000","380,000",E09000008,Croydon,2016,69,69,176.3,705.2,602.9,2411.6,"159,500","31,500","147,500","43,500"
"151,000","105,000","31,000","53,000","340,000",E09000009,Ealing,2016,69,69,172.3,689.2,580.5,2322,"125,500","43,700","130,000","38,800"
"195,000","36,000","63,000","35,000","328,000",E09000010,Enfield,2016,69,69,165.1,660.4,574.9,2299.6,"121,300","27,200","104,600","44,000"
"164,000","43,000","54,000","15,000","276,000",E09000011,Greenwich,2016,69,69,182.7,730.8,597.6,2390.4,"115,700","18,500","105,600","29,500"
"153,000","23,000","49,000","48,000","272,000",E09000012,Hackney,2016,69,69,149.6,598.4,613.3,2453.2,"111,900","24,400","98,100","38,300"
"121,000","14,000","29,000","16,000","180,000",E09000013,Hammersmith and Fulham,2016,69,69,171.7,686.8,699.1,2796.4,"81,700","18,000","79,300","21,000"
"168,000","17,000","40,000","46,000","270,000",E09000014,Haringey,2016,69,69,193.8,775.2,575.3,2301.2,"112,300","30,200","106,700","35,200"
"110,000","109,000","14,000","14,000","247,000",E09000015,Harrow,2016,69,69,202.9,811.6,636.4,2545.6,"92,600","23,200","91,500","24,200"
"219,000","12,000","13,000","8,000","252,000",E09000016,Havering,2016,69,69,202.8,811.2,622.9,2491.6,"103,800","20,200","99,100","25,100"
"172,000","74,000","23,000","28,000","297,000",E09000017,Hillingdon,2016,69,69,194,776,613.3,2453.2,"130,400","20,000","118,000","32,000"
"119,000","103,000","17,000","26,000","266,000",E09000018,Hounslow,2016,69,69,179.1,716.4,585.8,2343.2,"109,500","26,500","105,300","30,400"
"143,000","17,000","32,000","37,000","229,000",E09000019,Islington,2016,69,69,202.9,811.6,713.7,2854.8,"101,200","18,900","96,100","23,700"
"102,000","13,000","16,000","24,000","155,000",E09000020,Kensington and Chelsea,2016,69,69,161.2,644.8,735,2940,"51,300","21,200","57,300","15,100"
"126,000","23,000","5,000","18,000","171,000",E09000021,Kingston upon Thames,2016,69,69,179.7,718.8,707.8,2831.2,"71,500","15,700","61,500","26,100"
"203,000","14,000","77,000","26,000","320,000",E09000022,Lambeth,2016,69,69,184,736,616.2,2464.8,"165,900","30,500","167,700","29,700"
"186,000","22,000","65,000","24,000","297,000",E09000023,Lewisham,2016,69,69,187.3,749.2,617,2468,"131,300","25,700","123,400","33,600"
"129,000","38,000","21,000","18,000","205,000",E09000024,Merton,2016,69,69,157.7,630.8,663.3,2653.2,"88,800","18,500","82,800","24,900"
"114,000","147,000","49,000","32,000","343,000",E09000025,Newham,2016,69,69,172.2,688.8,524.2,2096.8,"135,700","33,200","140,000","29,300"
"125,000","133,000","24,000","18,000","300,000",E09000026,Redbridge,2016,69,69,198.3,793.2,603,2412,"112,800","28,800","110,000","31,700"
"169,000","8,000","3,000","12,000","192,000",E09000027,Richmond upon Thames,2016,69,69,#,#VALUE!,784.6,3138.4,"78,900","23,400","80,000","22,300"
"170,000","29,000","71,000","37,000","308,000",E09000028,Southwark,2016,69,69,181.5,726,643.4,2573.6,"142,100","29,200","131,700","40,200"
"145,000","25,000","13,000","18,000","200,000",E09000029,Sutton,2016,69,69,191.3,765.2,638,2552,"84,500","18,600","78,300","24,900"
"124,000","130,000","28,000","18,000","299,000",E09000030,Tower Hamlets,2016,69,69,170.2,680.8,664.7,2658.8,"134,300","18,800","119,300","33,900"
"156,000","57,000","37,000","23,000","273,000",E09000031,Waltham Forest,2016,69,69,198.6,794.4,577.1,2308.4,"109,500","28,000","114,500","24,200"
"227,000","30,000","25,000","34,000","317,000",E09000032,Wandsworth,2016,69,69,229.1,916.4,762.3,3049.2,"152,900","32,900","158,300","27,000"
"136,000","31,000","18,000","54,000","239,000",E09000033,Westminster,2016,69,69,169.4,677.6,781.8,3127.2,"94,800","21,600","97,100","19,600"
"10,000",-,-,-,"14,000",E09000001,City of London,2017,70,70,!,#VALUE!,#,#VALUE!,6300,!,7100,!
"104,000","48,000","41,000","17,000","210,000",E09000002,Barking and Dagenham,2017,70,70,160.3,641.2,555.9,2223.6,"72,400","16,100","69,500","19,300"
"264,000","57,000","14,000","49,000","384,000",E09000003,Barnet,2017,70,70,187.4,749.6,690,2760,"147,900","42,200","147,100","41,800"
"194,000","16,000","26,000","8,000","245,000",E09000004,Bexley,2017,70,70,188.1,752.4,624.6,2498.4,"101,400","16,000","88,200","29,400"
"121,000","101,000","61,000","44,000","327,000",E09000005,Brent,2017,70,70,179.3,717.2,563.5,2254,"117,400","36,900","122,700","31,900"
"255,000","26,000","18,000","27,000","326,000",E09000006,Bromley,2017,70,70,213.7,854.8,737.4,2949.6,"135,500","24,300","126,000","33,900"
"157,000","32,000","22,000","40,000","251,000",E09000007,Camden,2017,70,70,188.6,754.4,725.5,2902,"88,100","29,000","93,000","25,200"
"213,000","77,000","69,000","22,000","381,000",E09000008,Croydon,2017,70,70,197.6,790.4,631,2524,"151,000","32,900","151,700","33,300"
"156,000","113,000","27,000","41,000","337,000",E09000009,Ealing,2017,70,70,187.6,750.4,597.9,2391.6,"143,400","35,000","133,300","45,200"
"213,000","40,000","46,000","31,000","330,000",E09000010,Enfield,2017,70,70,162.8,651.2,587.7,2350.8,"129,200","21,800","105,600","44,800"
"178,000","25,000","59,000","18,000","280,000",E09000011,Greenwich,2017,70,70,203.1,812.4,638.9,2555.6,"120,000","18,600","108,400","30,300"
"150,000","28,000","48,000","48,000","275,000",E09000012,Hackney,2017,70,70,169.1,676.4,659.8,2639.2,"123,900","23,800","111,100","35,600"
"122,000","24,000","22,000","13,000","181,000",E09000013,Hammersmith and Fulham,2017,70,70,164.7,658.8,709.8,2839.2,"78,900","20,200","83,300","17,000"
"180,000","19,000","39,000","32,000","269,000",E09000014,Haringey,2017,70,70,191.3,765.2,624.4,2497.6,"101,000","32,400","106,400","27,000"
"110,000","103,000","10,000","24,000","247,000",E09000015,Harrow,2017,70,70,192.9,771.6,656.1,2624.4,"98,300","28,700","97,500","29,500"
"219,000","13,000","9,000","14,000","254,000",E09000016,Havering,2017,70,70,214,856,631,2524,"101,900","17,800","96,100","24,000"
"168,000","91,000","16,000","25,000","299,000",E09000017,Hillingdon,2017,70,70,200.2,800.8,574.9,2299.6,"121,300","28,200","116,000","33,300"
"119,000","92,000","23,000","33,000","267,000",E09000018,Hounslow,2017,70,70,186.4,745.6,596.5,2386,"119,200","20,300","118,400","21,500"
"150,000","17,000","26,000","39,000","232,000",E09000019,Islington,2017,70,70,191.4,765.6,721.5,2886,"109,700","25,600","120,400","15,300"
"97,000","12,000","18,000","26,000","153,000",E09000020,Kensington and Chelsea,2017,70,70,#,#VALUE!,854.8,3419.2,"51,600","21,300","61,300","11,600"
"124,000","26,000","5,000","17,000","172,000",E09000021,Kingston upon Thames,2017,70,70,154.7,618.8,706.9,2827.6,"75,000","15,700","68,200","22,500"
"217,000","12,000","65,000","27,000","321,000",E09000022,Lambeth,2017,70,70,188.2,752.8,666.1,2664.4,"171,900","29,800","167,600","34,100"
"189,000","25,000","63,000","23,000","300,000",E09000023,Lewisham,2017,70,70,194.3,777.2,633.7,2534.8,"140,800","32,800","137,100","36,600"
"132,000","38,000","16,000","19,000","204,000",E09000024,Merton,2017,70,70,185.8,743.2,675,2700,"89,900","20,900","90,700","20,500"
"110,000","144,000","57,000","35,000","346,000",E09000025,Newham,2017,70,70,179.4,717.6,584.9,2339.6,"136,000","30,100","128,700","37,000"
"113,000","145,000","23,000","19,000","300,000",E09000026,Redbridge,2017,70,70,189.9,759.6,644.9,2579.6,"111,000","29,100","109,200","30,800"
"162,000","12,000","4,000","15,000","194,000",E09000027,Richmond upon Thames,2017,70,70,#,#VALUE!,739.9,2959.6,"76,500","20,800","74,100","23,300"
"179,000","28,000","70,000","33,000","310,000",E09000028,Southwark,2017,70,70,188,752,670.1,2680.4,"151,200","32,600","146,500","37,600"
"139,000","35,000","12,000","16,000","201,000",E09000029,Sutton,2017,70,70,158.7,634.8,639.5,2558,"86,700","16,600","81,200","22,100"
"125,000","148,000","14,000","19,000","307,000",E09000030,Tower Hamlets,2017,70,70,179.4,717.6,710.4,2841.6,"122,300","18,800","112,400","30,200"
"153,000","41,000","44,000","36,000","274,000",E09000031,Waltham Forest,2017,70,70,188.1,752.4,574.9,2299.6,"115,300","29,500","115,700","29,000"
"227,000","37,000","19,000","33,000","316,000",E09000032,Wandsworth,2017,70,70,223.9,895.6,757.4,3029.6,"153,500","30,400","154,200","30,600"
"131,000","34,000","19,000","50,000","234,000",E09000033,Westminster,2017,70,70,#,#VALUE!,807.4,3229.6,"93,100","19,800","92,400","21,000"
"10,000",-,-,-,"14,000",E09000001,City of London,2017,71,71,!,#VALUE!,#,#VALUE!,6300,!,7100,!
"104,000","48,000","41,000","17,000","210,000",E09000002,Barking and Dagenham,2017,71,71,160.3,641.2,555.9,2223.6,"72,400","16,100","69,500","19,300"
"264,000","57,000","14,000","49,000","384,000",E09000003,Barnet,2017,71,71,187.4,749.6,690,2760,"147,900","42,200","147,100","41,800"
"194,000","16,000","26,000","8,000","245,000",E09000004,Bexley,2017,71,71,188.1,752.4,624.6,2498.4,"101,400","16,000","88,200","29,400"
"121,000","101,000","61,000","44,000","327,000",E09000005,Brent,2017,71,71,179.3,717.2,563.5,2254,"117,400","36,900","122,700","31,900"
"255,000","26,000","18,000","27,000","326,000",E09000006,Bromley,2017,71,71,213.7,854.8,737.4,2949.6,"135,500","24,300","126,000","33,900"
"157,000","32,000","22,000","40,000","251,000",E09000007,Camden,2017,71,71,188.6,754.4,725.5,2902,"88,100","29,000","93,000","25,200"
"213,000","77,000","69,000","22,000","381,000",E09000008,Croydon,2017,71,71,197.6,790.4,631,2524,"151,000","32,900","151,700","33,300"
"156,000","113,000","27,000","41,000","337,000",E09000009,Ealing,2017,71,71,187.6,750.4,597.9,2391.6,"143,400","35,000","133,300","45,200"
"213,000","40,000","46,000","31,000","330,000",E09000010,Enfield,2017,71,71,162.8,651.2,587.7,2350.8,"129,200","21,800","105,600","44,800"
"178,000","25,000","59,000","18,000","280,000",E09000011,Greenwich,2017,71,71,203.1,812.4,638.9,2555.6,"120,000","18,600","108,400","30,300"
"150,000","28,000","48,000","48,000","275,000",E09000012,Hackney,2017,71,71,169.1,676.4,659.8,2639.2,"123,900","23,800","111,100","35,600"
"122,000","24,000","22,000","13,000","181,000",E09000013,Hammersmith and Fulham,2017,71,71,164.7,658.8,709.8,2839.2,"78,900","20,200","83,300","17,000"
"180,000","19,000","39,000","32,000","269,000",E09000014,Haringey,2017,71,71,191.3,765.2,624.4,2497.6,"101,000","32,400","106,400","27,000"
"110,000","103,000","10,000","24,000","247,000",E09000015,Harrow,2017,71,71,192.9,771.6,656.1,2624.4,"98,300","28,700","97,500","29,500"
"219,000","13,000","9,000","14,000","254,000",E09000016,Havering,2017,71,71,214,856,631,2524,"101,900","17,800","96,100","24,000"
"168,000","91,000","16,000","25,000","299,000",E09000017,Hillingdon,2017,71,71,200.2,800.8,574.9,2299.6,"121,300","28,200","116,000","33,300"
"119,000","92,000","23,000","33,000","267,000",E09000018,Hounslow,2017,71,71,186.4,745.6,596.5,2386,"119,200","20,300","118,400","21,500"
"150,000","17,000","26,000","39,000","232,000",E09000019,Islington,2017,71,71,191.4,765.6,721.5,2886,"109,700","25,600","120,400","15,300"
"97,000","12,000","18,000","26,000","153,000",E09000020,Kensington and Chelsea,2017,71,71,#,#VALUE!,854.8,3419.2,"51,600","21,300","61,300","11,600"
"124,000","26,000","5,000","17,000","172,000",E09000021,Kingston upon Thames,2017,71,71,154.7,618.8,706.9,2827.6,"75,000","15,700","68,200","22,500"
"217,000","12,000","65,000","27,000","321,000",E09000022,Lambeth,2017,71,71,188.2,752.8,666.1,2664.4,"171,900","29,800","167,600","34,100"
"189,000","25,000","63,000","23,000","300,000",E09000023,Lewisham,2017,71,71,194.3,777.2,633.7,2534.8,"140,800","32,800","137,100","36,600"
"132,000","38,000","16,000","19,000","204,000",E09000024,Merton,2017,71,71,185.8,743.2,675,2700,"89,900","20,900","90,700","20,500"
"110,000","144,000","57,000","35,000","346,000",E09000025,Newham,2017,71,71,179.4,717.6,584.9,2339.6,"136,000","30,100","128,700","37,000"
"113,000","145,000","23,000","19,000","300,000",E09000026,Redbridge,2017,71,71,189.9,759.6,644.9,2579.6,"111,000","29,100","109,200","30,800"
"162,000","12,000","4,000","15,000","194,000",E09000027,Richmond upon Thames,2017,71,71,#,#VALUE!,739.9,2959.6,"76,500","20,800","74,100","23,300"
"179,000","28,000","70,000","33,000","310,000",E09000028,Southwark,2017,71,71,188,752,670.1,2680.4,"151,200","32,600","146,500","37,600"
"139,000","35,000","12,000","16,000","201,000",E09000029,Sutton,2017,71,71,158.7,634.8,639.5,2558,"86,700","16,600","81,200","22,100"
"125,000","148,000","14,000","19,000","307,000",E09000030,Tower Hamlets,2017,71,71,179.4,717.6,710.4,2841.6,"122,300","18,800","112,400","30,200"
"153,000","41,000","44,000","36,000","274,000",E09000031,Waltham Forest,2017,71,71,188.1,752.4,574.9,2299.6,"115,300","29,500","115,700","29,000"
"227,000","37,000","19,000","33,000","316,000",E09000032,Wandsworth,2017,71,71,223.9,895.6,757.4,3029.6,"153,500","30,400","154,200","30,600"
"131,000","34,000","19,000","50,000","234,000",E09000033,Westminster,2017,71,71,#,#VALUE!,807.4,3229.6,"93,100","19,800","92,400","21,000"
"10,000",-,-,-,"14,000",E09000001,City of London,2017,72,72,!,#VALUE!,#,#VALUE!,6300,!,7100,!
"104,000","48,000","41,000","17,000","210,000",E09000002,Barking and Dagenham,2017,72,72,160.3,641.2,555.9,2223.6,"72,400","16,100","69,500","19,300"
"264,000","57,000","14,000","49,000","384,000",E09000003,Barnet,2017,72,72,187.4,749.6,690,2760,"147,900","42,200","147,100","41,800"
"194,000","16,000","26,000","8,000","245,000",E09000004,Bexley,2017,72,72,188.1,752.4,624.6,2498.4,"101,400","16,000","88,200","29,400"
"121,000","101,000","61,000","44,000","327,000",E09000005,Brent,2017,72,72,179.3,717.2,563.5,2254,"117,400","36,900","122,700","31,900"
"255,000","26,000","18,000","27,000","326,000",E09000006,Bromley,2017,72,72,213.7,854.8,737.4,2949.6,"135,500","24,300","126,000","33,900"
"157,000","32,000","22,000","40,000","251,000",E09000007,Camden,2017,72,72,188.6,754.4,725.5,2902,"88,100","29,000","93,000","25,200"
"213,000","77,000","69,000","22,000","381,000",E09000008,Croydon,2017,72,72,197.6,790.4,631,2524,"151,000","32,900","151,700","33,300"
"156,000","113,000","27,000","41,000","337,000",E09000009,Ealing,2017,72,72,187.6,750.4,597.9,2391.6,"143,400","35,000","133,300","45,200"
"213,000","40,000","46,000","31,000","330,000",E09000010,Enfield,2017,72,72,162.8,651.2,587.7,2350.8,"129,200","21,800","105,600","44,800"
"178,000","25,000","59,000","18,000","280,000",E09000011,Greenwich,2017,72,72,203.1,812.4,638.9,2555.6,"120,000","18,600","108,400","30,300"
"150,000","28,000","48,000","48,000","275,000",E09000012,Hackney,2017,72,72,169.1,676.4,659.8,2639.2,"123,900","23,800","111,100","35,600"
"122,000","24,000","22,000","13,000","181,000",E09000013,Hammersmith and Fulham,2017,72,72,164.7,658.8,709.8,2839.2,"78,900","20,200","83,300","17,000"
"180,000","19,000","39,000","32,000","269,000",E09000014,Haringey,2017,72,72,191.3,765.2,624.4,2497.6,"101,000","32,400","106,400","27,000"
