White,Asian,Black,Mixed/ Other,Total,Code,Borough,Year,Delete ,Month_Number,Weekly_pay_parttime,Monthly_pay_parttime,weekly_pay_fulltime,Monthly_pay_fulltime,Employees_number,selfemployed_number,fulltime_work_number,parttime_work_number
"228,000","64,000","75,000","22,000","389,000",E09000008,Croydon,2019,94,94,189.1,756.4,671.4,2685.6,"163,000","25,800","142,000","48,900"
"172,000","88,000","40,000","44,000","343,000",E09000009,Ealing,2019,94,94,188.4,753.6,622.4,2489.6,"134,700","26,300","129,600","32,000"
"199,000","47,000","61,000","33,000","340,000",E09000010,Enfield,2019,94,94,186,744,638.9,2555.6,"118,000","25,800","107,900","35,900"
"175,000","43,000","53,000","18,000","289,000",E09000011,Greenwich,2019,94,94,205.2,820.8,679.6,2718.4,"123,300","27,200","121,800","28,800"
"159,000","24,000","70,000","31,000","285,000",E09000012,Hackney,2019,94,94,174.2,696.8,709.2,2836.8,"123,600","25,200","114,600","33,900"
"126,000","14,000","21,000","19,000","180,000",E09000013,Hammersmith and Fulham,2019,94,94,208.3,833.2,795.3,3181.2,"81,300","13,900","83,300","12,300"
"182,000","16,000","39,000","43,000","279,000",E09000014,Haringey,2019,94,94,196.4,785.6,670.8,2683.2,"109,800","39,100","114,100","35,900"
"106,000","108,000","8,000","28,000","250,000",E09000015,Harrow,2019,94,94,228.5,914,693.5,2774,"87,200","20,200","86,000","21,400"
"202,000","28,000","23,000","7,000","261,000",E09000016,Havering,2019,94,94,189,756,650.4,2601.6,"109,600","11,600","93,500","27,700"
"140,000","122,000","27,000","21,000","309,000",E09000017,Hillingdon,2019,94,94,210.6,842.4,621.7,2486.8,"129,400","15,400","115,000","29,700"
"125,000","97,000","23,000","27,000","273,000",E09000018,Hounslow,2019,94,94,187.4,749.6,658.8,2635.2,"109,700","21,100","107,200","23,100"
"158,000","17,000","35,000","29,000","240,000",E09000019,Islington,2019,94,94,252.4,1009.6,801,3204,"114,400","20,900","108,900","26,400"
"102,000","18,000","15,000","18,000","153,000",E09000020,Kensington and Chelsea,2019,94,94,219.2,876.8,901.3,3605.2,"48,900","17,500","52,700","15,700"
"130,000","23,000","8,000","18,000","179,000",E09000021,Kingston upon Thames,2019,94,94,#,#VALUE!,742.8,2971.2,"79,700","12,600","72,600","19,700"
"200,000","21,000","62,000","43,000","326,000",E09000022,Lambeth,2019,94,94,206.5,826,714.4,2857.6,"159,200","30,900","155,700","35,100"
"195,000","23,000","71,000","21,000","309,000",E09000023,Lewisham,2019,94,94,189.4,757.6,654.1,2616.4,"146,400","25,400","138,300","33,400"
"121,000","39,000","25,000","24,000","209,000",E09000024,Merton,2019,94,94,210.3,841.2,710.4,2841.6,"88,100","22,700","91,100","20,500"
"122,000","137,000","65,000","35,000","358,000",E09000025,Newham,2019,94,94,210.5,842,622.8,2491.2,"143,400","35,000","145,400","33,600"
"145,000","142,000","16,000","8,000","311,000",E09000026,Redbridge,2019,94,94,209.4,837.6,683.9,2735.6,"106,200","35,700","107,700","34,200"
"167,000","11,000","3,000","16,000","198,000",E09000027,Richmond upon Thames,2019,94,94,240.8,963.2,820.3,3281.2,"83,300","17,500","77,400","23,900"
"183,000","21,000","77,000","39,000","320,000",E09000028,Southwark,2019,94,94,198.4,793.6,709.1,2836.4,"146,000","36,300","131,900","50,500"
"161,000","23,000","7,000","15,000","206,000",E09000029,Sutton,2019,94,94,230.4,921.6,668.6,2674.4,"84,900","18,300","77,500","25,700"
"135,000","150,000","15,000","20,000","320,000",E09000030,Tower Hamlets,2019,94,94,184.6,738.4,780.4,3121.6,"141,500","25,900","145,600","22,600"
"180,000","34,000","36,000","30,000","280,000",E09000031,Waltham Forest,2019,94,94,188.5,754,680.3,2721.2,"112,800","27,800","117,200","23,500"
"245,000","39,000","21,000","18,000","324,000",E09000032,Wandsworth,2019,94,94,199.2,796.8,811.8,3247.2,"154,200","35,100","156,100","33,000"
"140,000","31,000","15,000","53,000","240,000",E09000033,Westminster,2019,94,94,210.4,841.6,812.8,3251.2,"97,200","25,600","104,400","17,900"
"12,000",-,-,-,"12,000",E09000001,City of London,2019,95,95,#,#VALUE!,#,#VALUE!,7400,!,7400,!
"108,000","43,000","59,000","8,000","219,000",E09000002,Barking and Dagenham,2019,95,95,194.4,777.6,589.8,2359.2,"79,900","15,900","71,700","24,100"
"257,000","61,000","24,000","55,000","396,000",E09000003,Barnet,2019,95,95,203.7,814.8,677.5,2710,"153,900","34,800","147,000","44,600"
"207,000","15,000","20,000","9,000","251,000",E09000004,Bexley,2019,95,95,209.2,836.8,671,2684,"97,400","20,800","91,900","25,900"
"124,000","101,000","53,000","53,000","330,000",E09000005,Brent,2019,95,95,200.8,803.2,609.6,2438.4,"125,000","35,200","125,600","35,200"
"262,000","26,000","24,000","23,000","335,000",E09000006,Bromley,2019,95,95,210.6,842.4,785.3,3141.2,"138,000","28,100","129,100","37,300"
"162,000","30,000","24,000","44,000","260,000",E09000007,Camden,2019,95,95,167,668,795.4,3181.6,"102,900","27,100","97,500","32,500"
"228,000","64,000","75,000","22,000","389,000",E09000008,Croydon,2019,95,95,189.1,756.4,671.4,2685.6,"163,000","25,800","142,000","48,900"
"172,000","88,000","40,000","44,000","343,000",E09000009,Ealing,2019,95,95,188.4,753.6,622.4,2489.6,"134,700","26,300","129,600","32,000"
"199,000","47,000","61,000","33,000","340,000",E09000010,Enfield,2019,95,95,186,744,638.9,2555.6,"118,000","25,800","107,900","35,900"
"175,000","43,000","53,000","18,000","289,000",E09000011,Greenwich,2019,95,95,205.2,820.8,679.6,2718.4,"123,300","27,200","121,800","28,800"
"159,000","24,000","70,000","31,000","285,000",E09000012,Hackney,2019,95,95,174.2,696.8,709.2,2836.8,"123,600","25,200","114,600","33,900"
"126,000","14,000","21,000","19,000","180,000",E09000013,Hammersmith and Fulham,2019,95,95,208.3,833.2,795.3,3181.2,"81,300","13,900","83,300","12,300"
"182,000","16,000","39,000","43,000","279,000",E09000014,Haringey,2019,95,95,196.4,785.6,670.8,2683.2,"109,800","39,100","114,100","35,900"
"106,000","108,000","8,000","28,000","250,000",E09000015,Harrow,2019,95,95,228.5,914,693.5,2774,"87,200","20,200","86,000","21,400"
"202,000","28,000","23,000","7,000","261,000",E09000016,Havering,2019,95,95,189,756,650.4,2601.6,"109,600","11,600","93,500","27,700"
"140,000","122,000","27,000","21,000","309,000",E09000017,Hillingdon,2019,95,95,210.6,842.4,621.7,2486.8,"129,400","15,400","115,000","29,700"
"125,000","97,000","23,000","27,000","273,000",E09000018,Hounslow,2019,95,95,187.4,749.6,658.8,2635.2,"109,700","21,100","107,200","23,100"
"158,000","17,000","35,000","29,000","240,000",E09000019,Islington,2019,95,95,252.4,1009.6,801,3204,"114,400","20,900","108,900","26,400"
"102,000","18,000","15,000","18,000","153,000",E09000020,Kensington and Chelsea,2019,95,95,219.2,876.8,901.3,3605.2,"48,900","17,500","52,700","15,700"
"130,000","23,000","8,000","18,000","179,000",E09000021,Kingston upon Thames,2019,95,95,#,#VALUE!,742.8,2971.2,"79,700","12,600","72,600","19,700"
"200,000","21,000","62,000","43,000","326,000",E09000022,Lambeth,2019,95,95,206.5,826,714.4,2857.6,"159,200","30,900","155,700","35,100"
"195,000","23,000","71,000","21,000","309,000",E09000023,Lewisham,2019,95,95,189.4,757.6,654.1,2616.4,"146,400","25,400","138,300","33,400"
"121,000","39,000","25,000","24,000","209,000",E09000024,Merton,2019,95,95,210.3,841.2,710.4,2841.6,"88,100","22,700","91,100","20,500"
"122,000","137,000","65,000","35,000","358,000",E09000025,Newham,2019,95,95,210.5,842,622.8,2491.2,"143,400","35,000","145,400","33,600"
"145,000","142,000","16,000","8,000","311,000",E09000026,Redbridge,2019,95,95,209.4,837.6,683.9,2735.6,"106,200","35,700","107,700","34,200"
"167,000","11,000","3,000","16,000","198,000",E09000027,Richmond upon Thames,2019,95,95,240.8,963.2,820.3,3281.2,"83,300","17,500","77,400","23,900"
"183,000","21,000","77,000","39,000","320,000",E09000028,Southwark,2019,95,95,198.4,793.6,709.1,2836.4,"146,000","36,300","131,900","50,500"
"161,000","23,000","7,000","15,000","206,000",E09000029,Sutton,2019,95,95,230.4,921.6,668.6,2674.4,"84,900","18,300","77,500","25,700"
"135,000","150,000","15,000","20,000","320,000",E09000030,Tower Hamlets,2019,95,95,184.6,738.4,780.4,3121.6,"141,500","25,900","145,600","22,600"
"180,000","34,000","36,000","30,000","280,000",E09000031,Waltham Forest,2019,95,95,188.5,754,680.3,2721.2,"112,800","27,800","117,200","23,500"
"245,000","39,000","21,000","18,000","324,000",E09000032,Wandsworth,2019,95,95,199.2,796.8,811.8,3247.2,"154,200","35,100","156,100","33,000"
"140,000","31,000","15,000","53,000","240,000",E09000033,Westminster,2019,95,95,210.4,841.6,812.8,3251.2,"97,200","25,600","104,400","17,900"
"12,000",-,-,-,"12,000",E09000001,City of London,2019,96,96,#,#VALUE!,#,#VALUE!,7400,!,7400,!
"108,000","43,000","59,000","8,000","219,000",E09000002,Barking and Dagenham,2019,96,96,194.4,777.6,589.8,2359.2,"79,900","15,900","71,700","24,100"
"257,000","61,000","24,000","55,000","396,000",E09000003,Barnet,2019,96,96,203.7,814.8,677.5,2710,"153,900","34,800","147,000","44,600"
"207,000","15,000","20,000","9,000","251,000",E09000004,Bexley,2019,96,96,209.2,836.8,671,2684,"97,400","20,800","91,900","25,900"
"124,000","101,000","53,000","53,000","330,000",E09000005,Brent,2019,96,96,200.8,803.2,609.6,2438.4,"125,000","35,200","125,600","35,200"
"262,000","26,000","24,000","23,000","335,000",E09000006,Bromley,2019,96,96,210.6,842.4,785.3,3141.2,"138,000","28,100","129,100","37,300"
"162,000","30,000","24,000","44,000","260,000",E09000007,Camden,2019,96,96,167,668,795.4,3181.6,"102,900","27,100","97,500","32,500"
"228,000","64,000","75,000","22,000","389,000",E09000008,Croydon,2019,96,96,189.1,756.4,671.4,2685.6,"163,000","25,800","142,000","48,900"
"172,000","88,000","40,000","44,000","343,000",E09000009,Ealing,2019,96,96,188.4,753.6,622.4,2489.6,"134,700","26,300","129,600","32,000"
"199,000","47,000","61,000","33,000","340,000",E09000010,Enfield,2019,96,96,186,744,638.9,2555.6,"118,000","25,800","107,900","35,900"
"175,000","43,000","53,000","18,000","289,000",E09000011,Greenwich,2019,96,96,205.2,820.8,679.6,2718.4,"123,300","27,200","121,800","28,800"
"159,000","24,000","70,000","31,000","285,000",E09000012,Hackney,2019,96,96,174.2,696.8,709.2,2836.8,"123,600","25,200","114,600","33,900"
"126,000","14,000","21,000","19,000","180,000",E09000013,Hammersmith and Fulham,2019,96,96,208.3,833.2,795.3,3181.2,"81,300","13,900","83,300","12,300"
"182,000","16,000","39,000","43,000","279,000",E09000014,Haringey,2019,96,96,196.4,785.6,670.8,2683.2,"109,800","39,100","114,100","35,900"
"106,000","108,000","8,000","28,000","250,000",E09000015,Harrow,2019,96,96,228.5,914,693.5,2774,"87,200","20,200","86,000","21,400"
"202,000","28,000","23,000","7,000","261,000",E09000016,Havering,2019,96,96,189,756,650.4,2601.6,"109,600","11,600","93,500","27,700"
"140,000","122,000","27,000","21,000","309,000",E09000017,Hillingdon,2019,96,96,210.6,842.4,621.7,2486.8,"129,400","15,400","115,000","29,700"
"125,000","97,000","23,000","27,000","273,000",E09000018,Hounslow,2019,96,96,187.4,749.6,658.8,2635.2,"109,700","21,100","107,200","23,100"
"158,000","17,000","35,000","29,000","240,000",E09000019,Islington,2019,96,96,252.4,1009.6,801,3204,"114,400","20,900","108,900","26,400"
"102,000","18,000","15,000","18,000","153,000",E09000020,Kensington and Chelsea,2019,96,96,219.2,876.8,901.3,3605.2,"48,900","17,500","52,700","15,700"
"130,000","23,000","8,000","18,000","179,000",E09000021,Kingston upon Thames,2019,96,96,#,#VALUE!,742.8,2971.2,"79,700","12,600","72,600","19,700"
"200,000","21,000","62,000","43,000","326,000",E09000022,Lambeth,2019,96,96,206.5,826,714.4,2857.6,"159,200","30,900","155,700","35,100"
"195,000","23,000","71,000","21,000","309,000",E09000023,Lewisham,2019,96,96,189.4,757.6,654.1,2616.4,"146,400","25,400","138,300","33,400"
"121,000","39,000","25,000","24,000","209,000",E09000024,Merton,2019,96,96,210.3,841.2,710.4,2841.6,"88,100","22,700","91,100","20,500"
"122,000","137,000","65,000","35,000","358,000",E09000025,Newham,2019,96,96,210.5,842,622.8,2491.2,"143,400","35,000","145,400","33,600"
"145,000","142,000","16,000","8,000","311,000",E09000026,Redbridge,2019,96,96,209.4,837.6,683.9,2735.6,"106,200","35,700","107,700","34,200"
"167,000","11,000","3,000","16,000","198,000",E09000027,Richmond upon Thames,2019,96,96,240.8,963.2,820.3,3281.2,"83,300","17,500","77,400","23,900"
"183,000","21,000","77,000","39,000","320,000",E09000028,Southwark,2019,96,96,198.4,793.6,709.1,2836.4,"146,000","36,300","131,900","50,500"
"161,000","23,000","7,000","15,000","206,000",E09000029,Sutton,2019,96,96,230.4,921.6,668.6,2674.4,"84,900","18,300","77,500","25,700"
"135,000","150,000","15,000","20,000","320,000",E09000030,Tower Hamlets,2019,96,96,184.6,738.4,780.4,3121.6,"141,500","25,900","145,600","22,600"
"180,000","34,000","36,000","30,000","280,000",E09000031,Waltham Forest,2019,96,96,188.5,754,680.3,2721.2,"112,800","27,800","117,200","23,500"
"245,000","39,000","21,000","18,000","324,000",E09000032,Wandsworth,2019,96,96,199.2,796.8,811.8,3247.2,"154,200","35,100","156,100","33,000"
"140,000","31,000","15,000","53,000","240,000",E09000033,Westminster,2019,96,96,210.4,841.6,812.8,3251.2,"97,200","25,600","104,400","17,900"
"12,000",-,-,-,"12,000",E09000001,City of London,2019,97,97,#,#VALUE!,#,#VALUE!,7400,!,7400,!
"108,000","43,000","59,000","8,000","219,000",E09000002,Barking and Dagenham,2019,97,97,194.4,777.6,589.8,2359.2,"79,900","15,900","71,700","24,100"
"257,000","61,000","24,000","55,000","396,000",E09000003,Barnet,2019,97,97,203.7,814.8,677.5,2710,"153,900","34,800","147,000","44,600"
"207,000","15,000","20,000","9,000","251,000",E09000004,Bexley,2019,97,97,209.2,836.8,671,2684,"97,400","20,800","91,900","25,900"
"124,000","101,000","53,000","53,000","330,000",E09000005,Brent,2019,97,97,200.8,803.2,609.6,2438.4,"125,000","35,200","125,600","35,200"
"262,000","26,000","24,000","23,000","335,000",E09000006,Bromley,2019,97,97,210.6,842.4,785.3,3141.2,"138,000","28,100","129,100","37,300"
"162,000","30,000","24,000","44,000","260,000",E09000007,Camden,2019,97,97,167,668,795.4,3181.6,"102,900","27,100","97,500","32,500"
"228,000","64,000","75,000","22,000","389,000",E09000008,Croydon,2019,97,97,189.1,756.4,671.4,2685.6,"163,000","25,800","142,000","48,900"
"172,000","88,000","40,000","44,000","343,000",E09000009,Ealing,2019,97,97,188.4,753.6,622.4,2489.6,"134,700","26,300","129,600","32,000"
"199,000","47,000","61,000","33,000","340,000",E09000010,Enfield,2019,97,97,186,744,638.9,2555.6,"118,000","25,800","107,900","35,900"
"175,000","43,000","53,000","18,000","289,000",E09000011,Greenwich,2019,97,97,205.2,820.8,679.6,2718.4,"123,300","27,200","121,800","28,800"
"159,000","24,000","70,000","31,000","285,000",E09000012,Hackney,2019,97,97,174.2,696.8,709.2,2836.8,"123,600","25,200","114,600","33,900"
"126,000","14,000","21,000","19,000","180,000",E09000013,Hammersmith and Fulham,2019,97,97,208.3,833.2,795.3,3181.2,"81,300","13,900","83,300","12,300"
"182,000","16,000","39,000","43,000","279,000",E09000014,Haringey,2019,97,97,196.4,785.6,670.8,2683.2,"109,800","39,100","114,100","35,900"
"106,000","108,000","8,000","28,000","250,000",E09000015,Harrow,2019,97,97,228.5,914,693.5,2774,"87,200","20,200","86,000","21,400"
"202,000","28,000","23,000","7,000","261,000",E09000016,Havering,2019,97,97,189,756,650.4,2601.6,"109,600","11,600","93,500","27,700"
"140,000","122,000","27,000","21,000","309,000",E09000017,Hillingdon,2019,97,97,210.6,842.4,621.7,2486.8,"129,400","15,400","115,000","29,700"
"125,000","97,000","23,000","27,000","273,000",E09000018,Hounslow,2019,97,97,187.4,749.6,658.8,2635.2,"109,700","21,100","107,200","23,100"
"158,000","17,000","35,000","29,000","240,000",E09000019,Islington,2019,97,97,252.4,1009.6,801,3204,"114,400","20,900","108,900","26,400"
"102,000","18,000","15,000","18,000","153,000",E09000020,Kensington and Chelsea,2019,97,97,219.2,876.8,901.3,3605.2,"48,900","17,500","52,700","15,700"
"130,000","23,000","8,000","18,000","179,000",E09000021,Kingston upon Thames,2019,97,97,#,#VALUE!,742.8,2971.2,"79,700","12,600","72,600","19,700"
"200,000","21,000","62,000","43,000","326,000",E09000022,Lambeth,2019,97,97,206.5,826,714.4,2857.6,"159,200","30,900","155,700","35,100"
"195,000","23,000","71,000","21,000","309,000",E09000023,Lewisham,2019,97,97,189.4,757.6,654.1,2616.4,"146,400","25,400","138,300","33,400"
"121,000","39,000","25,000","24,000","209,000",E09000024,Merton,2019,97,97,210.3,841.2,710.4,2841.6,"88,100","22,700","91,100","20,500"
"122,000","137,000","65,000","35,000","358,000",E09000025,Newham,2019,97,97,210.5,842,622.8,2491.2,"143,400","35,000","145,400","33,600"
"145,000","142,000","16,000","8,000","311,000",E09000026,Redbridge,2019,97,97,209.4,837.6,683.9,2735.6,"106,200","35,700","107,700","34,200"
"167,000","11,000","3,000","16,000","198,000",E09000027,Richmond upon Thames,2019,97,97,240.8,963.2,820.3,3281.2,"83,300","17,500","77,400","23,900"
"183,000","21,000","77,000","39,000","320,000",E09000028,Southwark,2019,97,97,198.4,793.6,709.1,2836.4,"146,000","36,300","131,900","50,500"
"161,000","23,000","7,000","15,000","206,000",E09000029,Sutton,2019,97,97,230.4,921.6,668.6,2674.4,"84,900","18,300","77,500","25,700"
"135,000","150,000","15,000","20,000","320,000",E09000030,Tower Hamlets,2019,97,97,184.6,738.4,780.4,3121.6,"141,500","25,900","145,600","22,600"
"180,000","34,000","36,000","30,000","280,000",E09000031,Waltham Forest,2019,97,97,188.5,754,680.3,2721.2,"112,800","27,800","117,200","23,500"
"245,000","39,000","21,000","18,000","324,000",E09000032,Wandsworth,2019,97,97,199.2,796.8,811.8,3247.2,"154,200","35,100","156,100","33,000"
"140,000","31,000","15,000","53,000","240,000",E09000033,Westminster,2019,97,97,210.4,841.6,812.8,3251.2,"97,200","25,600","104,400","17,900"
"12,000",-,-,-,"12,000",E09000001,City of London,2019,98,98,#,#VALUE!,#,#VALUE!,7400,!,7400,!
"108,000","43,000","59,000","8,000","219,000",E09000002,Barking and Dagenham,2019,98,98,194.4,777.6,589.8,2359.2,"79,900","15,900","71,700","24,100"
"257,000","61,000","24,000","55,000","396,000",E09000003,Barnet,2019,98,98,203.7,814.8,677.5,2710,"153,900","34,800","147,000","44,600"
"207,000","15,000","20,000","9,000","251,000",E09000004,Bexley,2019,98,98,209.2,836.8,671,2684,"97,400","20,800","91,900","25,900"
"124,000","101,000","53,000","53,000","330,000",E09000005,Brent,2019,98,98,200.8,803.2,609.6,2438.4,"125,000","35,200","125,600","35,200"
"262,000","26,000","24,000","23,000","335,000",E09000006,Bromley,2019,98,98,210.6,842.4,785.3,3141.2,"138,000","28,100","129,100","37,300"
"162,000","30,000","24,000","44,000","260,000",E09000007,Camden,2019,98,98,167,668,795.4,3181.6,"102,900","27,100","97,500","32,500"
"228,000","64,000","75,000","22,000","389,000",E09000008,Croydon,2019,98,98,189.1,756.4,671.4,2685.6,"163,000","25,800","142,000","48,900"
"172,000","88,000","40,000","44,000","343,000",E09000009,Ealing,2019,98,98,188.4,753.6,622.4,2489.6,"134,700","26,300","129,600","32,000"
"199,000","47,000","61,000","33,000","340,000",E09000010,Enfield,2019,98,98,186,744,638.9,2555.6,"118,000","25,800","107,900","35,900"
"175,000","43,000","53,000","18,000","289,000",E09000011,Greenwich,2019,98,98,205.2,820.8,679.6,2718.4,"123,300","27,200","121,800","28,800"
"159,000","24,000","70,000","31,000","285,000",E09000012,Hackney,2019,98,98,174.2,696.8,709.2,2836.8,"123,600","25,200","114,600","33,900"
"126,000","14,000","21,000","19,000","180,000",E09000013,Hammersmith and Fulham,2019,98,98,208.3,833.2,795.3,3181.2,"81,300","13,900","83,300","12,300"
"182,000","16,000","39,000","43,000","279,000",E09000014,Haringey,2019,98,98,196.4,785.6,670.8,2683.2,"109,800","39,100","114,100","35,900"
"106,000","108,000","8,000","28,000","250,000",E09000015,Harrow,2019,98,98,228.5,914,693.5,2774,"87,200","20,200","86,000","21,400"
"202,000","28,000","23,000","7,000","261,000",E09000016,Havering,2019,98,98,189,756,650.4,2601.6,"109,600","11,600","93,500","27,700"
"140,000","122,000","27,000","21,000","309,000",E09000017,Hillingdon,2019,98,98,210.6,842.4,621.7,2486.8,"129,400","15,400","115,000","29,700"
"125,000","97,000","23,000","27,000","273,000",E09000018,Hounslow,2019,98,98,187.4,749.6,658.8,2635.2,"109,700","21,100","107,200","23,100"
"158,000","17,000","35,000","29,000","240,000",E09000019,Islington,2019,98,98,252.4,1009.6,801,3204,"114,400","20,900","108,900","26,400"
"102,000","18,000","15,000","18,000","153,000",E09000020,Kensington and Chelsea,2019,98,98,219.2,876.8,901.3,3605.2,"48,900","17,500","52,700","15,700"
"130,000","23,000","8,000","18,000","179,000",E09000021,Kingston upon Thames,2019,98,98,#,#VALUE!,742.8,2971.2,"79,700","12,600","72,600","19,700"
"200,000","21,000","62,000","43,000","326,000",E09000022,Lambeth,2019,98,98,206.5,826,714.4,2857.6,"159,200","30,900","155,700","35,100"
"195,000","23,000","71,000","21,000","309,000",E09000023,Lewisham,2019,98,98,189.4,757.6,654.1,2616.4,"146,400","25,400","138,300","33,400"
"121,000","39,000","25,000","24,000","209,000",E09000024,Merton,2019,98,98,210.3,841.2,710.4,2841.6,"88,100","22,700","91,100","20,500"
"122,000","137,000","65,000","35,000","358,000",E09000025,Newham,2019,98,98,210.5,842,622.8,2491.2,"143,400","35,000","145,400","33,600"
"145,000","142,000","16,000","8,000","311,000",E09000026,Redbridge,2019,98,98,209.4,837.6,683.9,2735.6,"106,200","35,700","107,700","34,200"
"167,000","11,000","3,000","16,000","198,000",E09000027,Richmond upon Thames,2019,98,98,240.8,963.2,820.3,3281.2,"83,300","17,500","77,400","23,900"
"183,000","21,000","77,000","39,000","320,000",E09000028,Southwark,2019,98,98,198.4,793.6,709.1,2836.4,"146,000","36,300","131,900","50,500"
"161,000","23,000","7,000","15,000","206,000",E09000029,Sutton,2019,98,98,230.4,921.6,668.6,2674.4,"84,900","18,300","77,500","25,700"
"135,000","150,000","15,000","20,000","320,000",E09000030,Tower Hamlets,2019,98,98,184.6,738.4,780.4,3121.6,"141,500","25,900","145,600","22,600"
"180,000","34,000","36,000","30,000","280,000",E09000031,Waltham Forest,2019,98,98,188.5,754,680.3,2721.2,"112,800","27,800","117,200","23,500"
"245,000","39,000","21,000","18,000","324,000",E09000032,Wandsworth,2019,98,98,199.2,796.8,811.8,3247.2,"154,200","35,100","156,100","33,000"
"140,000","31,000","15,000","53,000","240,000",E09000033,Westminster,2019,98,98,210.4,841.6,812.8,3251.2,"97,200","25,600","104,400","17,900"
"12,000",-,-,-,"12,000",E09000001,City of London,2019,99,99,#,#VALUE!,#,#VALUE!,7400,!,7400,!
"108,000","43,000","59,000","8,000","219,000",E09000002,Barking and Dagenham,2019,99,99,194.4,777.6,589.8,2359.2,"79,900","15,900","71,700","24,100"
"257,000","61,000","24,000","55,000","396,000",E09000003,Barnet,2019,99,99,203.7,814.8,677.5,2710,"153,900","34,800","147,000","44,600"
"207,000","15,000","20,000","9,000","251,000",E09000004,Bexley,2019,99,99,209.2,836.8,671,2684,"97,400","20,800","91,900","25,900"
"124,000","101,000","53,000","53,000","330,000",E09000005,Brent,2019,99,99,200.8,803.2,609.6,2438.4,"125,000","35,200","125,600","35,200"
"262,000","26,000","24,000","23,000","335,000",E09000006,Bromley,2019,99,99,210.6,842.4,785.3,3141.2,"138,000","28,100","129,100","37,300"
"162,000","30,000","24,000","44,000","260,000",E09000007,Camden,2019,99,99,167,668,795.4,3181.6,"102,900","27,100","97,500","32,500"
"228,000","64,000","75,000","22,000","389,000",E09000008,Croydon,2019,99,99,189.1,756.4,671.4,2685.6,"163,000","25,800","142,000","48,900"
"172,000","88,000","40,000","44,000","343,000",E09000009,Ealing,2019,99,99,188.4,753.6,622.4,2489.6,"134,700","26,300","129,600","32,000"
"199,000","47,000","61,000","33,000","340,000",E09000010,Enfield,2019,99,99,186,744,638.9,2555.6,"118,000","25,800","107,900","35,900"
"175,000","43,000","53,000","18,000","289,000",E09000011,Greenwich,2019,99,99,205.2,820.8,679.6,2718.4,"123,300","27,200","121,800","28,800"
"159,000","24,000","70,000","31,000","285,000",E09000012,Hackney,2019,99,99,174.2,696.8,709.2,2836.8,"123,600","25,200","114,600","33,900"
"126,000","14,000","21,000","19,000","180,000",E09000013,Hammersmith and Fulham,2019,99,99,208.3,833.2,795.3,3181.2,"81,300","13,900","83,300","12,300"
"182,000","16,000","39,000","43,000","279,000",E09000014,Haringey,2019,99,99,196.4,785.6,670.8,2683.2,"109,800","39,100","114,100","35,900"
"106,000","108,000","8,000","28,000","250,000",E09000015,Harrow,2019,99,99,228.5,914,693.5,2774,"87,200","20,200","86,000","21,400"
"202,000","28,000","23,000","7,000","261,000",E09000016,Havering,2019,99,99,189,756,650.4,2601.6,"109,600","11,600","93,500","27,700"
"140,000","122,000","27,000","21,000","309,000",E09000017,Hillingdon,2019,99,99,210.6,842.4,621.7,2486.8,"129,400","15,400","115,000","29,700"
"125,000","97,000","23,000","27,000","273,000",E09000018,Hounslow,2019,99,99,187.4,749.6,658.8,2635.2,"109,700","21,100","107,200","23,100"
"158,000","17,000","35,000","29,000","240,000",E09000019,Islington,2019,99,99,252.4,1009.6,801,3204,"114,400","20,900","108,900","26,400"
"102,000","18,000","15,000","18,000","153,000",E09000020,Kensington and Chelsea,2019,99,99,219.2,876.8,901.3,3605.2,"48,900","17,500","52,700","15,700"
"130,000","23,000","8,000","18,000","179,000",E09000021,Kingston upon Thames,2019,99,99,#,#VALUE!,742.8,2971.2,"79,700","12,600","72,600","19,700"
"200,000","21,000","62,000","43,000","326,000",E09000022,Lambeth,2019,99,99,206.5,826,714.4,2857.6,"159,200","30,900","155,700","35,100"
"195,000","23,000","71,000","21,000","309,000",E09000023,Lewisham,2019,99,99,189.4,757.6,654.1,2616.4,"146,400","25,400","138,300","33,400"
"121,000","39,000","25,000","24,000","209,000",E09000024,Merton,2019,99,99,210.3,841.2,710.4,2841.6,"88,100","22,700","91,100","20,500"
"122,000","137,000","65,000","35,000","358,000",E09000025,Newham,2019,99,99,210.5,842,622.8,2491.2,"143,400","35,000","145,400","33,600"
"145,000","142,000","16,000","8,000","311,000",E09000026,Redbridge,2019,99,99,209.4,837.6,683.9,2735.6,"106,200","35,700","107,700","34,200"
"167,000","11,000","3,000","16,000","198,000",E09000027,Richmond upon Thames,2019,99,99,240.8,963.2,820.3,3281.2,"83,300","17,500","77,400","23,900"
"183,000","21,000","77,000","39,000","320,000",E09000028,Southwark,2019,99,99,198.4,793.6,709.1,2836.4,"146,000","36,300","131,900","50,500"
"161,000","23,000","7,000","15,000","206,000",E09000029,Sutton,2019,99,99,230.4,921.6,668.6,2674.4,"84,900","18,300","77,500","25,700"
"135,000","150,000","15,000","20,000","320,000",E09000030,Tower Hamlets,2019,99,99,184.6,738.4,780.4,3121.6,"141,500","25,900","145,600","22,600"
"180,000","34,000","36,000","30,000","280,000",E09000031,Waltham Forest,2019,99,99,188.5,754,680.3,2721.2,"112,800","27,800","117,200","23,500"
"245,000","39,000","21,000","18,000","324,000",E09000032,Wandsworth,2019,99,99,199.2,796.8,811.8,3247.2,"154,200","35,100","156,100","33,000"
